FOURNISSEURS,LIBELLE,PU,TVA,DP
COFARMA,PHYTO PROSTATE  PC11 INFUSETTES/20 HOMEOP *,8700.0,1,2025-11-01 00:00:00
COFARMA,PHYTO REINS     PC08 INFUSETTES/20 HOMEOP *,8720.0,1,2026-04-01 00:00:00
COFARMA,PHYTORAL SHAMPOOING FL/100ML,14500.0,1,2025-12-01 00:00:00
COFARMA,PILULIER VERRE BG16 FL30ML + CAPS     COOP *,740.0,1,2150-01-01 00:00:00
COFARMA,PINKOO GRIPPE WATER SP120ML +++,10100.0,0,2026-03-01 00:00:00
COFARMA,PLAVIX 75MG CPR/28,127000.0,0,2026-10-01 00:00:00
COFARMA,POIRE LAV+CAN N12 340ML SALV  ,59900.0,0,2150-01-01 00:00:00
COFARMA,POLARAMINE 1ML INJ AMP/5    ,85000.0,0,2026-07-01 00:00:00
COFARMA,"POLYDEXA GTTE AURIC FL/10,5ML  ",10680.0,0,2027-01-01 00:00:00
COFARMA,POLYGYNAX CAPS VAG/ 6          ,14150.0,0,2025-05-01 00:00:00
COFARMA,POLYGYNAX CAPS VAG/12         ,29600.0,0,2025-05-01 00:00:00
COFARMA,POLYGYNAX VIRGO CAPS VAG/6    ,14960.0,0,2025-11-01 00:00:00
COFARMA,POLYSILANE GEL S/12           ,19880.0,0,2025-12-01 00:00:00
COFARMA,PONSTYL 250MG CAPS/20       ,20900.0,0,2026-06-01 00:00:00
COFARMA,POSITON CREME TBE/30G,15990.0,0,2027-02-01 00:00:00
COFARMA,POTASSIUM H2 PH25MG/ML FL/200ML,38700.0,0,2027-01-01 00:00:00
COFARMA,POTENCIATOR 5G AMP BUV/20   ,26500.0,0,2026-10-01 00:00:00
COFARMA,POUSSE SERINGUE PERFUSOR FM *,3999000.0,1,2150-01-01 00:00:00
COFARMA,PREDNISOL 20MG CPR/10X10 *,26000.0,0,2026-10-01 00:00:00
COFARMA,PREDNISOLONE 20MG CPR/10X10 EXETER,30290.0,0,2026-11-01 00:00:00
COFARMA,PRENATAL DENK CPR/30,27300.0,1,2025-09-01 00:00:00
COFARMA,PRENATAL DENK CPR/30 +DHA CAPS/30,39700.0,1,2025-12-01 00:00:00
COFARMA,PRESERV MASCULIN LIFEGUARD LATEX P/3,1740.0,0,2028-02-01 00:00:00
COFARMA,PRESERV PRESA PRESENTOIR DE 12 B/3,33000.0,0,2025-08-01 00:00:00
COFARMA,"PRETERAX 2,5MG/0,625MG CPR PEL/30",46900.0,0,2025-12-01 00:00:00
COFARMA,PREVISCAN 20MG CPR/30      ,15600.0,0,2025-06-01 00:00:00
COFARMA,PRIMALAN 10MG CPR SEC/14   ,24100.0,0,2025-09-01 00:00:00
COFARMA,PRIMALAN SP FL/60ML           ,9300.0,0,2025-11-01 00:00:00
COFARMA,"PROCORALAN 7,5MG CPR PEL/56         ",174860.0,0,2026-05-01 00:00:00
COFARMA,PROFENID 100MG SUPPO/12,12765.0,0,2026-01-01 00:00:00
COFARMA,PROFENID 50MG GELU/24,10475.0,0,2026-12-01 00:00:00
COFARMA,PROPOFAN GELU /15,13350.0,0,2026-02-01 00:00:00
COFARMA,PROSTALEN 10MG CPR/30,53740.0,0,2026-05-01 00:00:00
COFARMA,PROTEGE SLIP SOFTEX PANTYLINERS ULTRA THIN x 30 *,5450.0,1,2027-03-01 00:00:00
COFARMA,PROTEGE SLIP SOFTEX PANTYLINERS x 20 *,3480.0,1,2027-03-01 00:00:00
COFARMA,PROZAC 20MG GELU/14         ,23440.0,0,2026-08-01 00:00:00
COFARMA,PULMOCEF 250MG CPR/10,14600.0,0,2026-05-01 00:00:00
COFARMA,PULMOCEF 500MG CPR/10,29500.0,0,2026-07-01 00:00:00
COFARMA,PULMOKOF SP FL/100ML *,7400.0,0,2026-05-01 00:00:00
COFARMA,PURSENNIDE 20MG DRG/20,37000.0,0,2026-04-01 00:00:00
COFARMA,QUIES BOULES B/8X2            ,23900.0,1,2030-08-01 00:00:00
COFARMA,QUINIMAX 125MG CPR/18,18800.0,0,2026-05-01 00:00:00
COFARMA,RANTUDIL FORTE 60MG GELU/20,29890.0,0,2028-05-01 00:00:00
COFARMA,RANTUDIL RET   90MG GELU/20,46960.0,0,2026-02-01 00:00:00
COFARMA,RENNIE CPR/48              ,47330.0,0,2026-10-01 00:00:00
COFARMA,RENNIE DEFLATINE CPR/18    ,44360.0,0,2026-11-01 00:00:00
COFARMA,REVITALOSE AMP BUV/10X2,27910.0,0,2026-10-01 00:00:00
COFARMA,RHINATHIOL AD 5% SP FL/125ML,11270.0,0,2025-12-01 00:00:00
COFARMA,RHINATHIOL AD 5% SP FL/300ML,20200.0,0,2026-02-01 00:00:00
COFARMA,RHINATHIOL PROM SP FL/125ML,13210.0,0,2025-12-01 00:00:00
COFARMA,RHINOFLUIMUCIL SOL NAS FL/10ML ,8400.0,0,2026-01-01 00:00:00
COFARMA,RHINOMAXIL 100 MIC/DOSE D/120,22180.0,0,2026-05-01 00:00:00
COFARMA,RINIALER SP FL/120ML,23700.0,0,2026-05-01 00:00:00
COFARMA,RINOGRIP PDR GRAN S/10,12860.0,0,2025-10-01 00:00:00
COFARMA,ROCMALINE 10ML AMP BUV/20   ,23500.0,0,2026-05-01 00:00:00
COFARMA,ROLL-ON RESPIRAT 6 HE FL/10ML BIOZEN *,3000.0,1,2150-01-01 00:00:00
COFARMA,ROSUTOR  5MG CPR/30,34000.0,0,2027-05-01 00:00:00
COFARMA,ROSUTOR 10MG CPR/30,47600.0,0,2027-05-01 00:00:00
COFARMA,ROSUTOR 20MG CPR/30,64640.0,0,2027-04-01 00:00:00
COFARMA,ROSUVASTATIN DENK 10MG CPR/30 *,29000.0,0,2024-11-01 00:00:00
COFARMA,ROSUVASTATIN DENK 20MG CPR/30,83160.0,0,2025-08-01 00:00:00
COFARMA,ROSUVASTATIN DENK 20MG CPR/30 *,70900.0,0,2025-01-01 00:00:00
COFARMA,"ROVAMYCINE 1,5MUI CPR/16",23700.0,0,2026-05-01 00:00:00
COFARMA,ROVAMYCINE 3MUI   CPR/10,23540.0,0,2025-09-01 00:00:00
COFARMA,RULID 150MG CPR/10         ,44660.0,0,2025-04-01 00:00:00
COFARMA,RYTHMODAN LP 250MG CPR/20  ,44000.0,0,2025-08-01 00:00:00
COFARMA,SAFORELLE CREME TBE/50ML,22250.0,1,2027-01-01 00:00:00
COFARMA,SAFORELLE PAIN SURGRAS 100G   ,9800.0,1,2026-09-01 00:00:00
COFARMA,SAFORELLE SOIN DOUX FL/250ML,17350.0,1,2026-11-01 00:00:00
COFARMA,SALBUMOL INJ AMP/6          ,11800.0,0,2025-10-01 00:00:00
COFARMA,"SANMIGRAN 0,50MG DRG/50",30600.0,0,2026-02-01 00:00:00
COFARMA,SANOGYL MULTIPROTECTION 500 ML *,20945.0,1,2150-01-01 00:00:00
COFARMA,SAVON A L ARGILE VERTE 60G HOMEOP *,5350.0,1,2026-04-01 00:00:00
COFARMA,SAVON SOA AMINCISSANT 60g *,4250.0,0,2026-03-01 00:00:00
COFARMA,SAVON SOA CUIR CHEVELU *,4250.0,0,2026-04-01 00:00:00
COFARMA,SAVON SOA MAVANA *,4250.0,0,2026-07-01 00:00:00
COFARMA,SAVON SOA REPOUSSE *,4250.0,0,2026-06-01 00:00:00
COFARMA,SBE CREME MAINS HYDRATANTE LAIT D ANESSE 75ML *,16800.0,1,2150-01-01 00:00:00
COFARMA,SBE SHAMPOOING CHEVEUX PROTEGES RICIN 250ML *,19990.0,1,2150-01-01 00:00:00
COFARMA,SECNOL 2G GRANULE S/1      ,19215.0,0,2026-11-01 00:00:00
COFARMA,SECTRAL 200MG CPR/30       ,29600.0,0,2026-01-01 00:00:00
COFARMA,SECTRAL 400MG CPR/30       ,36660.0,0,2025-09-01 00:00:00
COFARMA,SERDOREL 75MG CPR/28,40450.0,0,2027-09-01 00:00:00
COFARMA,SERETIDE PDR 100MCG/50 DISK 60 DOSES,63515.0,0,2025-10-01 00:00:00
COFARMA,SERETIDE PDR 250MCG/50 DISK 60 DOSES,63300.0,0,2025-08-01 00:00:00
COFARMA,SERETIDE PDR 500MCG/50 DISK 60 DOSES,73400.0,0,2025-10-01 00:00:00
COFARMA,"SERINGUE UBI ONE 3P  2,5ML AIG100",34710.0,0,2028-05-01 00:00:00
COFARMA,SERINGUE UBI ONE 3P  5ML AIG/100,44800.0,0,2028-06-01 00:00:00
COFARMA,SERINGUE UBI ONE 3P 10ML AIG/100,57000.0,0,2028-08-01 00:00:00
COFARMA,SERINGUE VERRE HYPODERMIQUE INTERCHANGEABLE  2ML *,2793.0,1,2150-01-01 00:00:00
COFARMA,SERINGUE VERRE HYPODERMIQUE INTERCHANGEABLE  5ML *,5976.0,1,2150-01-01 00:00:00
COFARMA,SERINGUE VERRE HYPODERMIQUE INTERCHANGEABLE 10ML *,6867.0,1,2150-01-01 00:00:00
COFARMA,SERINGUE VERRE HYPODERMIQUE INTERCHANGEABLE 20ML *,9365.0,1,2150-01-01 00:00:00
COFARMA,SERUM GLUC ISOT 5% - FL/500ML *,2950.0,0,2026-09-01 00:00:00
COFARMA,"SERUM SALE ISO 0,9% FL/500ML *",2950.0,0,2027-02-01 00:00:00
COFARMA,SERVIET HYG LILAS MATERNITY SUPER /15 *,8600.0,1,2027-04-01 00:00:00
COFARMA,SERVIET HYG SOFTEX DAY LONG 29CM /8 *,2700.0,1,2026-11-01 00:00:00
COFARMA,SERVIET HYG SOFTEX MAXI WINGS /8 *,2750.0,1,2027-05-01 00:00:00
COFARMA,SET COMPLET PCA PERFUSOR FM *,576386.0,1,2150-01-01 00:00:00
COFARMA,SHAMPOING ANTI-PELLIC FL/250ML HOMEOP *,7560.0,1,2025-07-01 00:00:00
COFARMA,SHAMPOING ANTI-POUX   FL/250ML HOMEOP *,7560.0,1,2026-01-01 00:00:00
COFARMA,SIBELIUM 10MG CPR/30       ,44370.0,0,2025-06-01 00:00:00
COFARMA,SILDEN CITR(TIGRA/GENGRA) HOLDEN 50MG CPR/4  *,1200.0,0,2026-05-01 00:00:00
COFARMA,SILDENAX (SILDENAFIL) CPR/4 *,3700.0,0,2026-08-01 00:00:00
COFARMA,SIMVA DENK 20MG CPR/30       ,32000.0,0,2025-10-01 00:00:00
COFARMA,SIMVA DENK 40MG CPR/30       ,50800.0,0,2025-09-01 00:00:00
COFARMA,SINEMET 100/10MG CPR/100   ,39970.0,0,2025-03-01 00:00:00
COFARMA,SINTROM 4MG CPR/30         ,13300.0,0,2025-04-01 00:00:00
COFARMA,SITAPRIL  50MG CPR/30,40100.0,0,2025-04-01 00:00:00
COFARMA,SITAPRIL 100MG CPR/30,57000.0,0,2025-04-01 00:00:00
COFARMA,SMECTA S/10,8340.0,0,2027-01-01 00:00:00
COFARMA,SMECTA S/30              ,24400.0,0,2026-12-01 00:00:00
COFARMA,SMECTA S/60              ,43900.0,0,2026-12-01 00:00:00
COFARMA,SOLUVOX PASTILLES A SUCER/10X10 *,22200.0,0,2026-08-01 00:00:00
COFARMA,SONDE FOLEY LABELL MIXTE CH16 ORANGE/1,5380.0,0,2028-07-01 00:00:00
COFARMA,SONDE FOLEY LABELL MIXTE CH20 JAUNE/1,5380.0,0,2028-07-01 00:00:00
COFARMA,SPARADRAP LABELL PERF 5MX10CM,21000.0,0,2028-07-01 00:00:00
COFARMA,SPARADRAP LABELL PERF 5MX18CM *,25000.0,0,2025-01-01 00:00:00
COFARMA,"SPARADRAP LABELL UNI 5MX1,25CM",3300.0,0,2026-06-01 00:00:00
COFARMA,SPARADRAP ROBE PERF 5MX18CM,30200.0,0,2150-01-01 00:00:00
COFARMA,SPECIAFOLDINE 5MG CPR/20    *,7500.0,0,2024-12-01 00:00:00
COFARMA,SPIFEN 400MG CPR/20        ,11600.0,0,2026-07-01 00:00:00
COFARMA,SPIFEN 400MG S/20 ,11200.0,0,2026-04-01 00:00:00
COFARMA,SPIREX PLUS CPR/20,29500.0,0,2025-10-01 00:00:00
COFARMA,SPIRULINE GELU/60 VANIALA *,11250.0,1,2026-06-01 00:00:00
COFARMA,STAMINA GELU/30,33090.0,0,2025-09-01 00:00:00
COFARMA,STEROGYL 15A SOL ALC AMP BUV/1,7700.0,0,2025-11-01 00:00:00
COFARMA,STEROGYL 15H SOL HUIL BV INJ/1,10170.0,0,2028-06-01 00:00:00
COFARMA,STEROGYL GTTE FL/20ML         ,10800.0,0,2029-02-01 00:00:00
COFARMA,STILNOX 10MG CPR/14        ,27200.0,0,2026-11-01 00:00:00
COFARMA,STREPSILS MIEL CITRON  PAST/24,46000.0,0,2026-09-01 00:00:00
COFARMA,STREPSILS ORANGE VIT C PAST/24,43000.0,0,2025-06-01 00:00:00
COFARMA,STRESAM GELU/24            ,12820.0,0,2026-11-01 00:00:00
COFARMA,STRUCTUM 500 GELU/60        ,120000.0,0,2026-10-01 00:00:00
COFARMA,"STYLO A INJECTION INSULINE 100UI 1,5ML *",164875.0,1,2150-01-01 00:00:00
COFARMA,SUPPO CRISTAL CPF AD  B/10         ,9890.0,0,2027-02-01 00:00:00
COFARMA,SURGAM 200MG CPR/15        ,12100.0,0,2026-09-01 00:00:00
COFARMA,SURMONTIL 100MG CPR/20      *,50000.0,0,2025-01-01 00:00:00
COFARMA,SYNERGON 1ML INJ AMP/3      ,12450.0,0,2025-06-01 00:00:00
COFARMA,SYSCHOL 500MG CPR PEL/30,32300.0,0,2027-02-01 00:00:00
COFARMA,SYSTEME DE BOUCHAGE POUR BIBERON *,4240.0,1,2150-01-01 00:00:00
COFARMA,TAHOR 10MG CPR/28,61800.0,0,2026-02-01 00:00:00
COFARMA,TAHOR 20MG CPR/28,62400.0,0,2025-12-01 00:00:00
COFARMA,TAHOR 40MG CPR/28,66430.0,0,2026-05-01 00:00:00
COFARMA,TALC BEBE POUDREUSE B/ 50G SOMALCO *,1530.0,1,2026-07-01 00:00:00
COFARMA,TALC BEBE POUDREUSE B/100G SOMALCO *,2010.0,1,2026-04-01 00:00:00
COFARMA,TANAKAN CPR/30             ,35000.0,0,2026-01-01 00:00:00
COFARMA,TANAKAN GTTE BUV FL/30ML      ,31590.0,0,2026-09-01 00:00:00
COFARMA,TAVANIC 5MG/ML INJ FL/100ML,97910.0,0,2026-07-01 00:00:00
COFARMA,TD-LP 20MG CPR/4,16950.0,0,2026-07-01 00:00:00
COFARMA,TEDRALAN LP 200MG GELU/30 ,8400.0,0,2026-03-01 00:00:00
COFARMA,TEMESTA 1MG   CPR/30,6200.0,0,2025-04-01 00:00:00
COFARMA,"TEMESTA 2,5MG CPR/30",13850.0,0,2025-11-01 00:00:00
COFARMA,TENORMINE 100MG CPR/30       ,38550.0,0,2026-04-01 00:00:00
COFARMA,TENSIOMETRE BRAS LABELL /1,160900.0,0,2150-01-01 00:00:00
COFARMA,TENSIOMETRE BRASSARD *,149280.0,1,2150-01-01 00:00:00
COFARMA,TENSIOMETRE POIGNET LABELL/1,94715.0,0,2150-01-01 00:00:00
COFARMA,TENSIONORME CPR/24         ,8700.0,0,2027-09-01 00:00:00
COFARMA,TERALITHE LP 400 CPR/60,59900.0,0,2025-05-01 00:00:00
COFARMA,TERBINAFINA BASI-FUNGUR 10MG/G CREME TBE/15G,13000.0,0,2025-09-01 00:00:00
COFARMA,TERCIAN GTTE FL/30ML          ,39980.0,0,2025-12-01 00:00:00
COFARMA,TERGYNAN CPR GYN/10,18990.0,0,2026-05-01 00:00:00
COFARMA,TERLOMEXIN 200MG CAPS GYN/3 ,21420.0,0,2026-03-01 00:00:00
COFARMA,TERPONE SP AD  FL/180ML        ,11115.0,0,2026-04-01 00:00:00
COFARMA,TERPONE SP ENF FL/180ML,10680.0,0,2026-01-01 00:00:00
COFARMA,TEST DE GROSSESSE *,625.0,0,2026-05-01 00:00:00
COFARMA,TEST GROSSESSE UBI TEST MIDSTREAM B/1,7160.0,0,2026-07-01 00:00:00
COFARMA,THE VERT MINCEUR INFUSETTES/20 HOMEOP *,7120.0,1,2025-12-01 00:00:00
COFARMA,THERALENE 4% GTTE FL/30ML     ,9500.0,0,2026-11-01 00:00:00
COFARMA,THERMOM ELECTRON ECO CPF B/1  ,14245.0,0,2150-01-01 00:00:00
COFARMA,THERMOMETRE DIGITAL LABELL/1,12880.0,1,2150-01-01 00:00:00
COFARMA,THERMOMETRE INFRAROUGE SANS CONTACT FI01 *,273000.0,1,2150-01-01 00:00:00
COFARMA,THIOBACTIN 250MG/5ML SUSP FL/60ML,22100.0,0,2025-12-01 00:00:00
COFARMA,THIOBACTIN 500MG CPR/24,42450.0,0,2026-09-01 00:00:00
COFARMA,THUASNE - POIGN. LIGAF.CLASS.OPEN T1 GRIS,154920.0,1,2150-01-01 00:00:00
COFARMA,THUASNE - POIGN. LIGAF.CLASS.OPEN T2 GRIS,154920.0,1,2150-01-01 00:00:00
COFARMA,THUASNE - POIGN. LIGAFLEX MANU T3 G NOIR,174950.0,1,2150-01-01 00:00:00
COFARMA,THUASNE - POIGN. LIGAFLEX MANU T4 D NOIR,174950.0,1,2150-01-01 00:00:00
COFARMA,THUASNE - SEMELLE PEDIPRO PLUS T4,184500.0,1,2150-01-01 00:00:00
COFARMA,THUASNE - SEMELLE PEDIPRO T4,128500.0,1,2150-01-01 00:00:00
COFARMA,TIBLE KIDZ VANILLE S/200G HOMEOFOOD *,5000.0,1,2025-08-01 00:00:00
COFARMA,TIENAM 500MG IV PDR FL/20ML *,25000.0,0,2024-10-01 00:00:00
COFARMA,TILYPTIN 20MG CPR/30,45600.0,0,2025-08-01 00:00:00
COFARMA,"TIMOPTOL 0,25% CY FL/5ML",36120.0,0,2026-04-01 00:00:00
COFARMA,"TIMOSOL MALEATE 0,5% CY FL/5ML   ",5150.0,0,2026-05-01 00:00:00
COFARMA,TINAZOL 500MG  CPR/4          ,4500.0,0,2026-05-01 00:00:00
COFARMA,TIORFAN 30MG PDR ENF S/30,23650.0,0,2025-12-01 00:00:00
COFARMA,TITANOREINE SUPPO/12        ,47320.0,0,2026-08-01 00:00:00
COFARMA,TOCO 500 CAPS/30            ,17040.0,0,2028-03-01 00:00:00
COFARMA,TOPALGIC LP 150MG CPR/30   ,56095.0,0,2027-07-01 00:00:00
COFARMA,TOPLEXIL SP FL/150ML,10000.0,0,2026-08-01 00:00:00
COFARMA,TORAS DENK 10MG CPR/3X10,31935.0,0,2026-07-01 00:00:00
COFARMA,TORSINEX 10MG CPR/30,16100.0,0,2026-12-01 00:00:00
COFARMA,TORSINEX 20MG CPR/30,19500.0,0,2026-08-01 00:00:00
COFARMA,TOTHEMA 10ML AMP BUV/20     ,22100.0,0,2025-12-01 00:00:00
COFARMA,TRAMADOL BASI 100MG/2ML SOL INJ 2ML AMP/50,97700.0,0,2026-12-01 00:00:00
COFARMA,TRAMADOL DENK 100MG/2ML AMP/5,15700.0,0,2027-01-01 00:00:00
COFARMA,TRAMADOL DENK 50MG CPR EFF/10,14845.0,0,2026-03-01 00:00:00
COFARMA,TRANDATE 200MG CPR/30      ,31200.0,0,2028-02-01 00:00:00
COFARMA,TRANSFUSEUR LABELL S/1,2600.0,0,2026-04-01 00:00:00
COFARMA,TRANXENE  5MG GELU/30,7200.0,0,2025-11-01 00:00:00
COFARMA,TRANXENE 10MG GELU/30,12300.0,0,2026-07-01 00:00:00
COFARMA,TRES ORIX FORTE SP FL/100ML   ,12450.0,0,2026-11-01 00:00:00
COFARMA,TRES ORIX FORTE SP FL/250ML,23120.0,0,2026-10-01 00:00:00
COFARMA,"TRIATEC  1,25MG CPR/30     ",44815.0,0,2025-08-01 00:00:00
COFARMA,TRIATEC  5MG    CPR/30         ,76700.0,0,2026-01-01 00:00:00
COFARMA,TRIATEC 10MG    CPR/30,90350.0,0,2026-01-01 00:00:00
COFARMA,TRICEF 400MG CPR/8,42240.0,0,2025-05-01 00:00:00
COFARMA,TRICEF SUSP FL/60ML *,33800.0,0,2025-02-01 00:00:00
COFARMA,"TRIDESONIT 0,05% CREME DERM TBE/30G",9880.0,0,2025-05-01 00:00:00
COFARMA,"TRIPLIXAM  5/1,25/ 5 CPR/30 MD",94000.0,0,2025-10-01 00:00:00
COFARMA,"TRIPLIXAM  5/1,25/10 CPR/30 MD",97880.0,0,2025-05-01 00:00:00
COFARMA,"TRIPLIXAM 10/2,5 /10 CPR/30 MD",97760.0,0,2025-08-01 00:00:00
COFARMA,"TRITAZIDE  5/12,5MG CPR/28",25190.0,0,2025-12-01 00:00:00
COFARMA,"TRITAZIDE 10/12,5MG CPR/28",42250.0,0,2026-03-01 00:00:00
COFARMA,TRITAZIDE 10/25MG   CPR/28,45600.0,0,2026-02-01 00:00:00
COFARMA,TSIFADY ODY FERY ANATY (TOFA) SACH *,6380.0,0,2026-04-01 00:00:00
COFARMA,TUBE POM SS CANUL N°11 60G /12,48990.0,1,2150-01-01 00:00:00
COFARMA,TULLE GRAS LOMA 10X10CM B/10,15700.0,0,2028-08-01 00:00:00
COFARMA,TURBOVAS 10MG CPR PEL/30,30800.0,0,2026-08-01 00:00:00
COFARMA,TURBOVAS 20MG CPR PEL/30,38600.0,0,2026-11-01 00:00:00
COFARMA,TYFLOX 500MG CPR/10 (CIPROFLOXACINE) ,9120.0,0,2028-01-01 00:00:00
COFARMA,ULCIZONE 20MG GELU/14 +++,6200.0,0,2025-11-01 00:00:00
COFARMA,ULTRA-LEVURE 250MG S/10,19250.0,0,2026-07-01 00:00:00
COFARMA,ULTRA-LEVURE LYOPH GELU/20,11280.0,0,2026-01-01 00:00:00
COFARMA,UPSA C 1G CPR EFF/10,5775.0,0,2026-02-01 00:00:00
COFARMA,URGO BRULURE 100X70 TLC B/4,21400.0,0,2028-04-01 00:00:00
COFARMA,URGO EXTENSIBLE B/30          ,8500.0,0,2027-12-01 00:00:00
COFARMA,URGO EXTENSIBLE B/48          ,14950.0,0,2028-04-01 00:00:00
COFARMA,URGO FILMOGEL B D FIEVRE 3ML,27090.0,0,2025-03-01 00:00:00
COFARMA,"URGO FILMOGEL ONGLE ABIMES F3,3ML",34990.0,1,2025-03-01 00:00:00
COFARMA,URGO LAVABLE 10X6CM B/10      ,7450.0,0,2027-12-01 00:00:00
COFARMA,URGO MULTI 20X72 POCH/20PT,9560.0,0,2026-09-01 00:00:00
COFARMA,"URGO MULTI EXT 2X7,2CM DEVID/300",49950.0,0,2027-09-01 00:00:00
COFARMA,URGO WATERPROOF PANS B/20     ,11100.0,0,2027-12-01 00:00:00
COFARMA,URGOCOR PANS CORICIDE B/12    ,8890.0,0,2025-03-01 00:00:00
COFARMA,URGODERM 10m x 10cm,21290.0,0,2027-09-01 00:00:00
COFARMA,"URGOFILM 5MX2,5CM B/1",6900.0,0,2027-03-01 00:00:00
COFARMA,"URGOPORE GEANT BLC BLEU 9,14M x 2,5CM",7525.0,0,2027-04-01 00:00:00
COFARMA,URGOSTERILE  50X90 B/10,5300.0,0,2027-03-01 00:00:00
COFARMA,URGOSTERILE 100X80 B/10,8500.0,0,2027-05-01 00:00:00
COFARMA,URGOSTRIP 100X6 SUTURE ADH/10 ,9620.0,0,2028-01-01 00:00:00
COFARMA,URINAL HOM +BOUCH 09/7080,35500.0,1,2150-01-01 00:00:00
COFARMA,UROFAST PDR GRAN S/1,29646.0,0,2025-09-01 00:00:00
COFARMA,URYDOS 4MG GELU/10,13500.0,0,2025-09-01 00:00:00
COFARMA,URYDOS 8MG GELU/10,15300.0,0,2025-09-01 00:00:00
COFARMA,URYSOREN 10MG CPR/10,14900.0,0,2025-12-01 00:00:00
COFARMA,UTROGESTAN 200MG CAPS/15,36500.0,0,2026-11-01 00:00:00
COFARMA,UVEDOSE 100000UI 2ML AMP BUV/1 *,6890.0,0,2025-02-01 00:00:00
COFARMA,VAHONA ALOE AU MIEL FL/500ML HOMEOP *,10860.0,1,2025-04-01 00:00:00
COFARMA,VAHONA AU MIEL SANS ALCOOL FL/500ML HOMEOP *,10650.0,1,2025-05-01 00:00:00
COFARMA,VAHONA NATURE       FL/500ML HOMEOP *,10200.0,1,2025-04-01 00:00:00
COFARMA,VANITEA CONFORT DRAIN HEPATIQ INFUS/10 VANIALA *,3600.0,1,2026-05-01 00:00:00
COFARMA,VAROXA 10MG CPR/3X10,52720.0,0,2027-05-01 00:00:00
COFARMA,VASELINE PURE POT/80G SOMALCO *,2580.0,1,2025-11-01 00:00:00
COFARMA,VASTAREL 35MG LM CPR/60      ,48960.0,0,2026-03-01 00:00:00
COFARMA,VASTAREL OD 80MG GELU/30,46850.0,0,2026-07-01 00:00:00
COFARMA,VEGEBOM SAVON PURIFIANT PAIN 100G,8000.0,0,2028-11-01 00:00:00
COFARMA,"VEGEBOM SECOURS BAUME TBE/  7,5G",3040.0,0,2026-09-01 00:00:00
COFARMA,VEGEBOM SECOURS BAUME TBE/100G,19500.0,0,2027-02-01 00:00:00
COFARMA,VENTOLINE INH 100MCG     200 DOSES,18800.0,0,2025-10-01 00:00:00
COFARMA,VERMOX 500MG CPR/1        ,6900.0,0,2026-08-01 00:00:00
COFARMA,VERSITOL RETARD 200 (CARBAMAZEPINE) CPR/30,14600.0,0,2026-03-01 00:00:00
COFARMA,VERZOL 4% SUSP BUV FL/10ML    ,4800.0,0,2026-05-01 00:00:00
COFARMA,VERZOL 400MG CPR/1           ,4800.0,0,2026-06-01 00:00:00
COFARMA,VICKS INHALER TBE/1ML,34970.0,0,2025-09-01 00:00:00
COFARMA,VICKS VAPORUB POM POT/100G    ,89000.0,0,2027-07-01 00:00:00
COFARMA,VICKS VAPORUB POM POT/100G     *,42350.0,0,2024-09-01 00:00:00
COFARMA,VICOMBIL 100% SOL ORAL FL/250ML,32600.0,1,2025-11-01 00:00:00
COFARMA,VICOMBIL CPR/60,17200.0,0,2026-09-01 00:00:00
COFARMA,VICOMBIL FERRUM 200ML,37120.0,1,2025-11-01 00:00:00
COFARMA,VICOMBIL JUNIOR SP FL/200ML,20900.0,1,2025-05-01 00:00:00
COFARMA,VILDARIL 50MG CPR/30,44780.0,0,2026-07-01 00:00:00
COFARMA,VILDARIL 50MG CPR/30 *,35000.0,0,2024-10-01 00:00:00
COFARMA,VILDARIL M  50MG/500MG CPR/30,46630.0,0,2026-03-01 00:00:00
COFARMA,VILDARIL M 50MG/1000MG CPR/30,50000.0,0,2025-07-01 00:00:00
COFARMA,VISCERALGINE 20MG SUPPO/20  ,9490.0,0,2026-10-01 00:00:00
COFARMA,VIT B1 B6 BAY CPR/20       ,42000.0,0,2025-04-01 00:00:00
COFARMA,VIT B1+B6 DENK CPR/10X10   ,40900.0,0,2026-11-01 00:00:00
COFARMA,"VIT B12 0,2MG/0,4ML CY B/10",46700.0,0,2025-04-01 00:00:00
COFARMA,VIT K1 CHEPLA  2MG INJ/BUV AMP/1,33660.0,0,2026-04-01 00:00:00
COFARMA,VIT K1 CHEPLA 10MG INJ/BUV AMP/5,32900.0,0,2026-06-01 00:00:00
COFARMA,VITACTIVE B12 DENK CAPS  B/30 *,33000.0,1,2025-01-01 00:00:00
COFARMA,VITAMIN D3 INJ/BUV  AMP/1ML,7250.0,0,2025-08-01 00:00:00
COFARMA,VITAMINE C 500MG CPR A CROQ/30 EXETER,7370.0,0,2027-01-01 00:00:00
COFARMA,"VOGALENE LYOC 7,5MG CPR/16      ",17200.0,0,2026-07-01 00:00:00
COFARMA,VOLTARENE 100MG SUPPO/10    ,15735.0,0,2026-07-01 00:00:00
COFARMA,VOLTARENPLAST 1% EMPL/5,90000.0,0,2025-08-01 00:00:00
COFARMA,VOLTINAX GEL TBE/30G *,7400.0,0,2026-06-01 00:00:00
COFARMA,WELFIL 10MG CPR PELL B/4,23800.0,0,2026-09-01 00:00:00
COFARMA,WELFIL 20MG CPR PELL B/4,31600.0,0,2026-09-01 00:00:00
COFARMA,XAL SALIERE 125 GR,27900.0,1,2025-03-01 00:00:00
